Site,Gorge,Site Nickname,Discoverer,Date of Discovery,Publication,ISBN 10,Site Pager,Number of Figures,Figure Category,Distance to next Site,Next Site,Cardinal Points,Painting Location,Water in Sight,Water Availability,Open Field in Sight,Open Field,Living Place,Spatiality,Visibility,Context,View from Site,Evidence of Human Occupation,Degradation of Paintings,Quantity of Artefacts,Lithics,Pottery,O.E.S.,Bone,Charcoal,Grinding Implements,Stone Structures,Miscellenous Artefact,Remarks
R 3,Raiders,,Paulus,05.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 � Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,R 3,2,6,155.0621,R 4,SW,1,,<300m,True,adjacent,� vertical rock,1,<3m,marginal,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
R 4,Raiders,,Paulus,27.02.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 5 � Naib Gorge (A) and the northwest. Africa Praehistorica 12 (Köln: Heinrich Barth Institut); 2000.,3-927688-18-5,R 4,97,3,155.0621,R 3,E; SW,5; 6; 8,,>300m,True,adjacent,unfavourable; � vertical rock,2,<15m,marginal,rather nice,none,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 1,Umuab,,J.J.D.Walter,July 1977,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 1,52,4,593.9795,K 47,N; E,5; 6,,>300m,True,adjacent,unfavourable,15,<15m,isolated,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 2,Umuab,,E.Matheus,06.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 2,8,5,657.3633,U 3,S,1,True,adjacent,,>300m,� vertical rock,3,<3m,isolated,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 3,Umuab,,Walter,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 3,190,3,356.8584,U 5,E,1; 4; 5; 6; 7; 8,,NA,,adjacent,unfavourable; � vertical rock,11,<15m,central,rather nice,none,disintegration of rock; water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 4,Umuab,,Matheus,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 4,23,4,326.2207,U 5,SW,5,,<300m,True,adjacent,unfavourable,7,<3m,marginal,rather nice,none,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 5,Umuab,,Walter,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 5,1,6,266.3075,U 7,W,5,,>300m,True,adjacent,unfavourable,19,<1m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 6,Umuab,,Jipsen et. al.,September 61,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 6,32,4,118.8199,U 7,E,4; 5,,>300m,True,within shouting distance,unfavourable,2,<15m,central,rather nice,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 7,Umuab,,Jipsen et. al.,September 61,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 7,10,5,118.8199,U 6,S,5,,>300m,True,adjacent,unfavourable,2,<15m,central,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 8,Umuab,,Walter et.al.,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 8,6,5,130.1262,U 11,SW,5; 9,,>300m,True,adjacent,unfavourable,6,<3m,marginal,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 9,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 9,26,4,38.6774,U 11,N,5; 6,,>300m,,<300m,unfavourable,2,<3m,central,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 10,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 10,6,5,41.1274,U 9,N,1,,>300m,,<300m,� vertical rock,2,<1m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 11,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 11,15,5,36.0338,U 12,W,10,,>300m,,<300m,unfavourable,2,<3m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 12,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 12,38,4,36.0338,U 11,N; E,3; 4; 5; 8,,within shouting distance,,NA,unfavourable,4,>15m,central,rather nice,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 13,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 13,2,6,32568,U 14,S,5; 10,,>300m,,<300m,spacious,7,<3m,marginal,rather nice,Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 14,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 14,4,6,32568,U 13,S,4,,>300m,,<300m,unfavourable,2,<3m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 15,Umuab,,Jipsen,September 61,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 15,11,5,98.8118,U 16,SW,1; 4; 5,,>300m,True,adjacent,unfavourable,4,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 16,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 16,71,3,98.8118,U 15,N; E; S; W,1; 3; 4; 5; 6; 8; 12,,>300m,True,adjacent,unfavourable,33,<3m,marginal,rather nice,Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 17,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 17,10,5,229.4845,U 18,SE; NW,1; 4; 12,,within shouting distance,True,adjacent,� vertical rock,0,<3m,isolated,rather nice,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 18,Umuab,,Matheus,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 18,45,4,229.4845,U 17,E,5; 7; 8,True,within shouting distance,,<300m,unfavourable,4,<15m,isolated,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 19,Umuab,,Matheus,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 19,25,4,435.7717,U 18,W,7; 8,,>300m,True,adjacent,unfavourable,12,<3m,isolated,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 20,Umuab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 20,10,5,1466.7802,U 32,N,5,,>300m,,>300m,� vertical rock,10,<15m,isolated,magnificent,none,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 21,Umuab,,Shipahu,07.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 21,1066,1,102.8173,U 67,NE,3; 4; 5; 6; 7; 8; 10,,<300m,,within shouting distance,spacious,28,>15m,marginal,magnificent,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 22,Umuab,,Scherz,1948,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 22,11,5,3142.2681,U 30,W,1,,>300m,True,adjacent,� vertical rock,0,<15m,isolated,rather nice,none,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 23,Umuab,,Shipahu,02.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 23,430,1,51.3557,U 25,SW,5; 6; 10,True,adjacent,,<300m,spacious,14,>15m,central,rather nice,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 24,Umuab,,Pager/Matheus,2.10/3.10.84,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 24,15,5,119.6495,U 21,NW,1; 5; 12,True,adjacent,,<300m,� vertical rock,2,<15m,marginal,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 25,Umuab,,Shipahu,18.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 25,3,6,51.3557,U 23,W,5,,<300m,True,adjacent,unfavourable,2,<3m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 26,Umuab,,Matheus,04.10.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 26,4,6,92.4732,U 25,W,1; 6,True,within shouting distance,,<300m,� vertical rock,0,<1m,marginal,rather nice,none,none,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 27,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 27,33,4,83.1715,U 28,E; W,1; 5; 12,True,adjacent,,>300m,unfavourable; � vertical rock,4,<15m,marginal,rather nice,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 28,Umuab,,Walter,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 28,207,2,83.1715,U 27,E,4; 5; 6; 8,True,within shouting distance,,NA,unfavourable,9,<15m,central,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 29,Umuab,,Viereck,1958,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 29,188,3,62.5922,U 30,N; SW,4; 5; 8,True,adjacent,True,adjacent,spacious,36,<15m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 30,Umuab,,Matheus,22.10.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 30,31,4,62.5922,U 29,N; SE,1; 5; 6; 7; 12,True,adjacent,True,within shouting distance,unfavourable,5,<15m,marginal,rather nice,none,water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
U 31,Umuab,,Shipahu,07.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 31,57,4,96.9665,U 30,NE,3; 4; 5; 6; 12,,<300m,,>300m,unfavourable,15,<3m,marginal,rather nice,none,water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
U 32,Umuab,,Scherz,1948,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 32,88,3,90.8665,U 33,SE; SW,1; 4; 5; 6; 12,,within shouting distance,,<300m,unfavourable; � vertical rock,12,<15m,marginal,poor,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 33,Umuab,,Shipahu,22.10.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 33,42,4,90.8665,U 32,N,1; 5; 6; 12,,within shouting distance,True,adjacent,unfavourable,4,<15m,marginal,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
U 34,Umuab,,Shipahu,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 34,17,5,108.6914,U 35,E; S,1; 2,,>300m,True,adjacent,� vertical rock,2,<15m,marginal,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 35,Umuab,,Shipahu,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 35,14,5,48.9476,U 36,E,5; 6; 12,,>300m,True,within shouting distance,unfavourable,3,<3m,marginal,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 36,Umuab,,Shipahu,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 36,185,3,48.9476,U 35,W,5; 6; 7,,>300m,,NA,unfavourable,12,>15m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 37,Umuab,,Shipahu,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 37,4,6,117.6453,U 36,SW,4; 5; 12,,>300m,True,adjacent,unfavourable,1,<15m,marginal,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 38,Umuab,,Shipahu,30.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 38,9,5,544.2135,U 37,E,5,,>300m,True,adjacent,spacious,16,<3m,isolated,rather nice,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 39,Umuab,,Shipahu,19.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 39,11,5,51.8398,U 40,E,5,,>300m,True,adjacent,unfavourable,4,<1m,isolated,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 40,Umuab,,Shipahu,19.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 40,22,4,25.3725,U 41,SE,1,,<300m,True,within shouting distance,� vertical rock,0,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 41,Umuab,,Shipahu,19.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 41,10,5,25.3725,U 40,S,5,,>300m,True,within shouting distance,unfavourable,3,<3m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 42,Umuab,,Shipahu,19.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 42,50,4,73.6332,U 48,N,3; 4; 5; 6,,within shouting distance,,>300m,unfavourable,0,<15m,marginal,rather nice,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 43,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 43,56,4,44.9352,U 44,E; W,1; 5; 6; 12,True,adjacent,,>300m,� vertical rock,3,<15m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 44,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 44,193,3,44.9352,U 43,N; W,3; 4; 5; 7,True,within shouting distance,,>300m,unfavourable,13,<15m,marginal,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 45,Umuab,,Shipahu,5.10.8?,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 45,4,6,248.2111,U 44,N,5; 8,,<300m,,>300m,unfavourable,19,<3m,marginal,magnificent,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 46,Umuab,,Shipahu/Pager,30.08.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 46,9,5,65.6849,U 43,S,5; 12,True,adjacent,,>300m,unfavourable,2,<3m,central,poor,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 47,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 47,40,4,64.9293,U 48,N; E; S,1; 5; 6; 7; 8; 12,True,adjacent,,>300m,unfavourable,10,<3m,central,poor,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 48,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 48,55,4,64.9293,U 47,SE,1; 4; 7; 8; 12,True,adjacent,,>300m,unfavourable; � vertical rock,3,<15m,central,poor,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 49,Umuab,,Jipsen,July 1963,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 49,2,6,107.8799,U 66,NW,5,,<300m,True,adjacent,unfavourable,2,<1m,marginal,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 50,Umuab,,Shipahu,29.11.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 50,8,5,132.4957,U 49,SE,1,,>300m,,within shouting distance,� vertical rock,4,<15m,marginal,poor,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 51,Umuab,,Jipsen,July 1963,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 51,44,4,91.5485,U 52,SE,1; 5; 9; 11; 12,,>300m,True,within shouting distance,unfavourable,3,<15m,marginal,rather nice,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 52,Umuab,,Jipsen,July 1963,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 52,27,4,91.5485,U 51,S,5,,>300m,True,adjacent,unfavourable,8,<15m,central,rather nice,European; Fireplace and Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 53,Umuab,,Matheus,17.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 53,6,5,36.7455,U 54,E,1; 12,,>300m,True,within shouting distance,� vertical rock,0,<3m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 54,Umuab,,Matheus,17.02.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 54,6,5,36.7455,U 53,W,1,,>300m,True,adjacent,� vertical rock,0,<3m,central,rather nice,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
U 55,Umuab,,Walter,Easter 75,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 55,51,4,148.0505,U 54,E; S,4; 5; 6; 8; 12,,>300m,,within shouting distance,spacious,12,<3m,central,rather nice,none,water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
U 56,Umuab,,Walter,Easter 1975,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 56,4,6,185.0578,U 57,SE,6,,>300m,,within shouting distance,unfavourable,6,<3m,marginal,poor,none,none,few,NA,NA,NA,NA,NA,NA,NA,NA,
U 57,Umuab,,Shipahu,11.12.1984,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 57,30,4,106.2159,U 58,E,3; 5,,>300m,,<300m,unfavourable,4,<3m,marginal,rather nice,Pager's Camp,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
U 58,Umuab,,Shipahu,21.03.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,U 58,9,5,105.1419,U 59,E,1,True,adjacent,,>300m,� vertical rock,0,<15m,marginal,rather nice,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
